Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Plutonium-242 Block
appliedenergistics2:facade:0, Cable Facade - Americium-243 Block
appliedenergistics2:facade:0, Cable Facade - Curium-246 Block
appliedenergistics2:facade:0, Cable Facade - Berkelium-247 Block
appliedenergistics2:facade:0, Cable Facade - Californium-252 Block
appliedenergistics2:facade:0, Cable Facade - Supercold Ice
appliedenergistics2:facade:0, Cable Facade - Fusion Connector
appliedenergistics2:facade:0, Cable Facade - Wasteland Earth
appliedenergistics2:facade:0, Cable Facade - Tritium Lamp
appliedenergistics2:facade:0, Cable Facade - Machine Structure
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Structure
appliedenergistics2:facade:0, Cable Facade - Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Motor
appliedenergistics2:facade:0, Cable Facade - Enhanced Motor
appliedenergistics2:facade:0, Cable Facade - Elite Motor
appliedenergistics2:facade:0, Cable Facade - material.Dilithium.name Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Iridium Block
appliedenergistics2:facade:0, Cable Facade - Gold Coil
appliedenergistics2:facade:0, Cable Facade - Copper Coil
appliedenergistics2:facade:0, Cable Facade - Titanium Coil
appliedenergistics2:facade:0, Cable Facade - Aluminum Coil
appliedenergistics2:facade:0, Cable Facade - Iridium Coil
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - HeatProof Brick
appliedenergistics2:facade:0, Cable Facade - Structure Tower
appliedenergistics2:facade:0, Cable Facade - Solar Panel
appliedenergistics2:facade:0, Cable Facade - Solar Array Panel
appliedenergistics2:facade:0, Cable Facade - Saw Blade Assembly
appliedenergistics2:facade:0, Cable Facade - Vacuum-Chamber High Power Laser Emitter
appliedenergistics2:facade:0, Cable Facade - Launch Pad
appliedenergistics2:facade:0, Cable Facade - Monopropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Bipropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Advanced Monopropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Advanced Bipropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Nuclear Thermal Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Monopropellant Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Bipropellant Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Oxidizer Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Nuclear Thermal Working Fluid Tank
appliedenergistics2:facade:0, Cable Facade - Nuclear Thermal Fission Core
appliedenergistics2:facade:0, Cable Facade - Gas Intake
appliedenergistics2:facade:0, Cable Facade - Drill
appliedenergistics2:facade:0, Cable Facade - Landing Float
appliedenergistics2:facade:0, Cable Facade - Station Light
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Dark Moon Turf
appliedenergistics2:facade:0, Cable Facade - Oxidized Ferric Sand
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Geode Block
appliedenergistics2:facade:0, Cable Facade - Violet Crystal Block
appliedenergistics2:facade:0, Cable Facade - Blue Crystal Block
appliedenergistics2:facade:0, Cable Facade - Green Crystal Block
appliedenergistics2:facade:0, Cable Facade - Red Crystal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Crystal Block
appliedenergistics2:facade:0, Cable Facade - Orange Crystal Block
appliedenergistics2:facade:0, Cable Facade - Vitrified Sand
appliedenergistics2:facade:0, Cable Facade - Charcoal Log
appliedenergistics2:facade:0, Cable Facade - Lightwood Wood
appliedenergistics2:facade:0, Cable Facade - Lightwood Leaves
appliedenergistics2:facade:0, Cable Facade - Lightwood planks
appliedenergistics2:facade:0, Cable Facade - Titanium Aluminide Block
appliedenergistics2:facade:0, Cable Facade - Titanium Iridium Alloy Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Luminessence
appliedenergistics2:facade:0, Cable Facade - Block of Nether Stars
appliedenergistics2:facade:0, Cable Facade - Block of Crystaltine
appliedenergistics2:facade:0, Cable Facade - Block of The Ultimate
appliedenergistics2:facade:0, Cable Facade - Block of Ender
appliedenergistics2:facade:0, Cable Facade - Block of Ender Stars
appliedenergistics2:facade:0, Cable Facade - Block of Enhanced Ender
appliedenergistics2:facade:0, Cable Facade - Black Iron Frame
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Transition Portal
appliedenergistics2:facade:0, Cable Facade - Barrier §4Alpha
appliedenergistics2:facade:0, Cable Facade - Barrier §6Beta
appliedenergistics2:facade:0, Cable Facade - Barrier §eGamma
appliedenergistics2:facade:0, Cable Facade - Barrier §2Delta
appliedenergistics2:facade:0, Cable Facade - Barrier §3Epsilon
appliedenergistics2:facade:0, Cable Facade - Barrier §1Zeta
appliedenergistics2:facade:0, Cable Facade - Barrier §5Eta
appliedenergistics2:facade:0, Cable Facade - Barrier §8Theta
appliedenergistics2:facade:0, Cable Facade - Crystalline Bedrock
appliedenergistics2:facade:0, Cable Facade - Rocky Bedrock
appliedenergistics2:facade:0, Cable Facade - Aquatic Bedrock
appliedenergistics2:facade:0, Cable Facade - Frozen Bedrock
appliedenergistics2:facade:0, Cable Facade - Fiery Bedrock
appliedenergistics2:facade:0, Cable Facade - Organic Bedrock
appliedenergistics2:facade:0, Cable Facade - Magical Bedrock
appliedenergistics2:facade:0, Cable Facade - Void Bedrock
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Green Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Green Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Green Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Green Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Green Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Green Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Bauxite Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Granite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Uranium Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Uranium Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Stone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Green Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Green Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Diorite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Diorite)
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
